days_since_last_purchase,purchase_frequency,avg_session_duration_min,cart_abandonment_rate,total_spend_usd,num_support_tickets,pages_per_session,discount_usage_rate,email_open_rate,preferred_device,membership_tier,churned
26,4,13.8,0.165,668.69,0,,0.615,0.958,desktop,gold,0
13,10,22.6,,239.3,0,6.4,0.555,0.51,mobile,silver,0
1,4,,0.036,1318.87,0,12.7,0.664,0.966,desktop,silver,0
47,1,5.2,0.751,24.91,4,5.8,0.683,0.123,desktop,bronze,0
365,0,2.4,0.335,24.04,2,,0.553,0.033,desktop,gold,1
25,6,15.3,0.049,255.58,1,9.1,0.073,0.908,desktop,gold,0
4,12,10.3,0.095,631.72,0,14.0,0.108,0.296,mobile,bronze,0
1,2,8.9,,60.37,1,5.3,0.381,,mobile,bronze,0
33,9,19.0,0.04,213.13,0,12.7,0.493,0.683,mobile,gold,0
40,3,4.0,0.698,184.26,0,6.3,0.519,,mobile,bronze,0
27,3,28.3,0.509,111.71,0,10.1,0.45,0.842,desktop,platinum,0
71,1,4.5,0.57,41.66,1,1.0,0.536,0.057,desktop,bronze,1
48,1,4.4,0.531,19.23,4,2.5,0.736,0.153,mobile,bronze,1
28,6,15.2,0.256,377.87,1,17.6,0.154,0.485,mobile,gold,1
96,6,17.4,0.001,194.17,0,9.9,0.838,0.474,mobile,gold,1
21,1,1.7,0.73,,2,4.5,0.602,0.246,mobile,bronze,1
10,3,20.4,0.151,507.1,0,10.4,0.389,0.495,desktop,gold,1
4,2,6.2,0.426,99.62,1,6.4,0.25,0.748,mobile,bronze,0
4,12,16.1,0.268,260.18,0,10.1,0.336,0.926,desktop,silver,0
23,7,17.4,0.169,396.81,2,15.2,0.289,0.398,desktop,gold,1
49,11,25.3,0.045,342.5,0,17.7,0.207,0.535,desktop,gold,1
8,2,7.1,0.786,26.63,4,2.3,0.638,0.13,mobile,bronze,0
3,11,17.7,0.163,1136.02,0,15.9,0.105,0.865,desktop,silver,0
6,6,23.2,0.212,769.74,0,9.7,0.519,0.19,mobile,platinum,0
200,1,1.7,0.374,80.8,0,1.7,0.62,0.06,tablet,silver,0
6,10,15.7,0.21,470.88,0,13.0,0.28,0.771,tablet,platinum,0
5,8,19.5,0.023,1305.01,1,12.4,0.186,0.702,desktop,platinum,0
3,3,8.4,0.462,82.8,0,4.9,0.436,0.289,mobile,gold,0
150,1,12.3,0.566,105.47,1,5.3,0.397,0.45,mobile,bronze,0
77,0,4.4,0.925,7.74,3,3.4,0.676,0.31,mobile,silver,0
31,6,10.1,0.041,521.83,0,10.3,0.251,0.801,mobile,gold,0
6,15,15.4,,405.0,1,17.8,0.047,0.852,mobile,platinum,0
35,2,11.9,0.483,51.2,1,4.0,0.515,0.13,mobile,silver,0
180,2,1.6,0.879,15.71,2,4.6,0.367,0.255,mobile,bronze,0
21,5,9.7,,212.98,0,14.8,0.42,0.765,tablet,platinum,0
11,10,17.3,0.105,,0,14.7,0.163,0.37,tablet,gold,0
38,0,0.5,0.624,0.77,3,1.7,0.569,0.002,mobile,silver,0
123,0,,0.821,19.41,2,4.6,0.466,0.218,mobile,silver,0
28,6,20.1,0.131,662.91,1,12.3,0.276,0.715,mobile,silver,0
7,7,24.4,0.288,1.13,2,11.9,0.284,0.806,mobile,silver,0
2,7,14.3,0.417,,0,10.6,0.221,0.66,desktop,silver,0
1,9,19.1,0.057,2057.48,0,10.7,0.29,0.71,mobile,bronze,0
1,4,16.6,0.297,76.02,0,12.2,0.23,0.343,mobile,silver,1
17,8,19.9,0.355,18.42,0,13.7,0.102,0.904,tablet,bronze,1
90,0,1.0,0.902,4.78,3,,0.418,0.135,mobile,silver,1
50,1,9.2,0.416,91.26,1,8.9,0.53,0.66,tablet,bronze,0
103,1,1.0,0.706,174.79,3,,0.315,0.104,desktop,bronze,1
6,6,10.9,,162.59,0,10.7,0.244,0.505,desktop,gold,0
365,1,3.9,0.537,190.67,0,2.2,0.564,0.162,desktop,bronze,1
9,1,5.5,0.865,147.18,1,2.4,0.759,0.013,tablet,bronze,1
5,11,20.3,0.056,42.13,0,14.4,0.241,0.315,mobile,gold,1
332,3,5.0,0.772,32.99,5,3.3,0.613,0.004,mobile,bronze,1
89,2,8.9,0.49,28.68,1,9.5,0.329,,mobile,bronze,0
114,0,2.5,0.726,,1,2.5,0.885,0.207,tablet,silver,0
4,10,14.9,,172.9,0,14.0,0.245,0.344,desktop,platinum,0
14,9,8.3,0.26,72.14,1,10.0,0.273,0.882,desktop,silver,1
175,1,0.5,0.581,69.35,2,6.7,0.678,0.068,tablet,silver,1
165,2,6.4,0.329,62.31,2,2.9,0.485,0.077,desktop,bronze,1
3,13,22.3,0.056,264.95,2,17.0,0.179,0.83,mobile,bronze,1
22,7,11.2,0.062,336.43,1,13.4,0.313,0.771,mobile,gold,0
11,10,10.6,0.017,685.22,0,14.3,0.108,0.718,desktop,gold,1
17,10,,0.132,76.78,0,16.3,0.18,0.637,mobile,silver,0
26,10,10.6,0.031,1081.36,0,9.6,0.218,0.661,mobile,silver,1
35,1,3.9,0.66,63.53,3,5.1,0.614,0.022,mobile,silver,1
33,4,9.1,0.262,264.29,1,13.3,0.186,0.888,mobile,gold,0
3,3,9.8,0.572,,2,4.7,0.648,0.393,mobile,bronze,1
19,5,,0.077,339.57,0,12.8,0.179,0.745,mobile,bronze,0
3,5,28.1,0.074,44.73,0,15.9,0.181,0.54,desktop,gold,0
36,6,,0.029,66.51,0,16.1,0.066,0.573,mobile,silver,1
54,6,19.3,0.196,24.11,1,7.6,0.238,0.656,desktop,gold,0
2,13,18.3,0.049,19.98,0,12.5,0.164,0.746,mobile,platinum,0
13,7,9.0,0.336,1721.27,0,14.9,0.47,0.563,mobile,gold,0
7,2,5.5,,,0,6.6,0.389,0.65,desktop,silver,0
124,1,1.9,0.832,17.44,2,2.6,0.586,0.025,mobile,gold,1
52,0,2.1,0.662,36.05,2,2.8,0.614,0.017,desktop,silver,1
3,3,8.5,0.022,463.93,0,13.5,0.427,0.453,tablet,silver,0
215,1,11.8,0.398,112.14,1,7.5,0.412,0.631,mobile,bronze,0
96,1,4.3,0.928,31.05,4,4.7,0.462,0.12,mobile,gold,0
172,1,3.3,0.625,121.25,5,2.7,0.197,0.306,mobile,bronze,0
92,0,2.2,0.536,120.71,5,1.3,0.336,0.039,mobile,bronze,1
220,1,2.3,0.62,3.39,4,3.9,0.71,0.039,desktop,bronze,1
3,6,13.0,0.136,638.88,0,12.2,0.052,0.465,mobile,platinum,0
3,6,7.9,0.168,493.33,0,15.0,0.137,0.543,mobile,silver,0
21,5,19.3,0.332,,0,7.4,0.283,0.724,desktop,platinum,0
15,3,12.3,0.289,687.97,1,9.6,0.433,0.852,desktop,gold,1
9,2,,0.831,100.34,4,1.9,0.774,0.089,desktop,bronze,0
365,0,0.5,0.386,27.35,4,,0.599,0.363,mobile,bronze,1
1,10,24.8,0.039,1037.23,0,10.2,0.277,0.397,mobile,gold,0
23,1,4.3,0.559,77.73,0,3.5,0.478,0.191,mobile,bronze,1
16,3,11.0,0.389,2.69,1,5.6,0.493,0.575,tablet,bronze,1
365,1,,0.898,26.68,0,1.4,0.398,0.057,desktop,bronze,0
138,1,9.4,0.537,12.2,1,8.9,0.463,0.682,mobile,bronze,0
1,10,29.5,0.222,629.82,1,12.2,0.2,,mobile,bronze,0
46,6,16.1,0.028,525.72,0,,0.163,0.655,mobile,silver,0
47,16,20.5,0.098,124.46,0,11.7,0.099,0.658,desktop,gold,0
23,10,23.6,0.126,174.13,0,9.6,0.203,0.683,desktop,silver,0
52,10,18.5,0.067,1786.22,0,,0.156,0.934,desktop,silver,0
12,2,2.2,0.603,21.11,5,3.7,0.623,0.439,mobile,bronze,1
66,0,2.5,0.631,14.44,4,3.5,0.713,0.021,mobile,silver,1
325,0,3.9,0.599,46.63,3,1.0,0.45,0.046,desktop,bronze,1
7,10,24.0,0.032,46.44,0,14.4,0.184,0.759,desktop,platinum,0
4,7,13.3,0.202,829.19,1,12.7,0.052,0.633,desktop,gold,0
7,6,17.2,,1043.66,0,15.6,0.564,0.398,tablet,platinum,0
1,2,4.5,0.7,125.57,2,4.4,0.116,0.052,tablet,bronze,1
39,1,8.6,0.185,9.22,0,3.1,0.368,0.242,desktop,gold,0
64,3,8.4,0.555,70.2,0,8.5,0.503,0.19,tablet,bronze,1
12,4,21.9,0.428,1178.6,0,12.8,0.295,0.915,desktop,platinum,0
68,1,10.9,0.39,15.94,2,4.5,0.093,0.578,desktop,silver,1
17,5,9.2,0.042,585.02,0,9.4,0.315,0.727,tablet,gold,1
24,0,12.0,0.409,30.36,1,5.6,0.264,0.285,mobile,silver,1
9,0,5.0,0.887,14.0,4,2.5,0.529,0.091,mobile,bronze,1
21,8,24.5,0.341,243.39,2,15.9,0.093,0.848,tablet,gold,0
21,1,8.0,0.533,4.34,1,2.1,0.594,0.14,desktop,silver,1
159,2,2.5,0.828,17.01,4,3.9,0.515,0.174,desktop,bronze,1
43,0,2.6,0.943,61.44,1,,0.402,0.078,desktop,bronze,1
45,9,11.5,0.206,176.63,1,11.3,0.097,0.834,desktop,silver,0
5,6,20.1,0.141,619.69,0,8.1,0.323,0.384,mobile,silver,0
1,6,25.4,0.479,313.66,0,15.9,0.357,0.919,desktop,gold,0
162,0,4.3,0.863,16.31,6,2.3,0.587,0.231,mobile,bronze,1
8,1,6.4,0.482,29.12,1,7.2,0.301,0.628,mobile,bronze,0
9,9,12.8,0.017,354.5,0,9.9,0.086,0.686,mobile,gold,0
1,11,20.8,0.435,129.1,1,13.9,0.136,0.711,mobile,gold,1
2,8,13.1,0.004,1421.99,0,11.8,0.361,0.573,tablet,gold,0
16,0,2.3,0.565,12.42,3,1.0,0.416,0.141,mobile,bronze,1
1,5,13.2,0.132,149.76,0,13.8,0.625,0.873,desktop,silver,0
7,3,6.7,0.481,69.6,1,6.3,0.55,0.536,tablet,gold,1
165,2,4.5,0.7,44.39,2,,0.391,0.229,mobile,gold,0
9,8,29.9,0.387,643.7,0,13.4,0.363,0.304,mobile,bronze,0
56,4,9.8,0.234,5.72,1,7.0,0.741,0.365,mobile,bronze,0
4,6,11.2,0.027,275.52,0,8.9,0.099,0.717,desktop,bronze,0
26,0,3.4,0.762,10.91,1,5.1,0.646,0.003,mobile,silver,0
114,2,1.2,0.876,26.08,0,2.8,0.496,0.122,mobile,bronze,1
11,3,5.5,0.717,268.34,5,5.7,0.728,0.196,desktop,bronze,0
10,7,25.5,0.265,679.29,0,,0.161,0.742,mobile,bronze,0
19,6,13.9,0.177,98.3,0,12.0,0.109,0.689,mobile,gold,0
129,1,2.3,0.86,18.06,5,3.0,0.838,0.528,desktop,bronze,1
22,1,,0.909,30.68,1,4.5,0.382,0.218,desktop,silver,0
19,7,13.2,0.048,282.16,0,14.6,0.245,,mobile,gold,0
56,0,1.3,0.811,67.95,1,2.1,0.536,0.206,mobile,bronze,1
7,6,20.9,,1013.81,0,15.3,0.197,0.774,mobile,gold,1
8,8,18.2,,116.43,0,14.4,0.148,0.699,mobile,silver,0
84,1,3.0,0.633,11.45,3,1.0,0.572,0.304,mobile,gold,0
148,0,2.4,0.699,70.62,3,1.5,0.384,0.296,mobile,bronze,0
20,1,12.1,0.167,50.46,0,5.5,0.455,0.24,mobile,bronze,0
9,8,16.8,0.227,40.17,1,11.0,0.285,0.831,desktop,gold,0
12,9,,0.118,664.06,2,9.1,0.41,0.68,desktop,bronze,0
10,11,15.3,0.492,18.53,0,17.6,0.39,0.294,mobile,platinum,0
50,3,1.5,,7.02,1,2.6,0.647,0.095,mobile,bronze,1
195,0,5.3,0.322,,2,4.2,0.904,0.228,desktop,gold,1
28,9,30.1,0.111,205.11,0,8.4,0.282,0.763,mobile,bronze,1
87,0,3.5,0.652,40.77,3,4.2,0.82,0.274,mobile,silver,0
72,1,1.3,0.719,14.82,2,3.8,0.758,0.069,mobile,bronze,1
50,2,10.7,0.341,58.09,0,7.8,0.369,0.235,mobile,bronze,0
33,3,7.1,0.121,111.98,2,6.4,0.79,0.635,desktop,bronze,0
5,9,28.2,0.351,2.15,0,10.6,0.113,0.349,desktop,platinum,0
16,0,7.8,0.784,15.68,0,7.9,0.285,0.216,tablet,bronze,0
80,0,2.3,0.85,15.62,3,,0.631,0.016,mobile,gold,1
7,2,7.9,0.378,26.67,1,4.9,0.494,0.255,mobile,bronze,1
309,0,4.4,0.652,73.38,3,1.0,0.896,0.052,tablet,gold,1
16,3,5.1,0.595,10.04,0,4.7,0.236,0.394,mobile,bronze,1
19,0,11.1,0.379,23.33,0,8.9,0.427,0.706,desktop,bronze,0
6,10,15.1,0.053,86.86,0,9.1,0.197,0.339,tablet,platinum,1
37,1,9.6,0.573,10.16,2,8.9,0.302,0.128,desktop,bronze,0
31,7,12.3,0.391,276.65,0,11.3,0.303,0.802,desktop,silver,0
126,0,2.5,0.862,36.03,2,3.3,0.73,0.452,desktop,gold,1
10,12,12.9,0.206,,0,17.4,0.144,0.659,desktop,bronze,1
60,7,11.0,0.172,127.48,1,15.3,0.217,0.857,desktop,silver,1
331,0,3.1,0.832,19.28,4,1.7,0.385,0.071,mobile,silver,1
13,16,21.6,0.073,1522.44,0,13.2,0.131,0.888,mobile,platinum,0
23,1,12.4,0.742,95.65,0,4.7,0.153,0.631,mobile,bronze,1
36,0,4.9,0.618,36.75,4,4.7,0.555,,mobile,bronze,1
16,5,18.2,0.021,993.8,0,10.9,0.246,0.644,desktop,bronze,0
172,1,2.3,0.216,28.65,0,,0.571,0.296,desktop,silver,0
18,3,9.4,0.605,22.88,2,4.2,0.521,0.694,desktop,bronze,0
15,3,9.3,0.282,88.28,3,5.5,0.178,0.242,mobile,silver,0
33,11,8.5,0.016,822.29,0,13.9,0.203,0.854,desktop,bronze,0
36,4,12.3,0.559,5.45,1,2.3,0.393,0.775,desktop,bronze,0
5,7,15.8,0.097,599.64,0,13.1,0.234,0.584,desktop,silver,1
231,0,5.7,0.586,176.78,1,2.5,0.228,0.011,desktop,bronze,1
13,8,18.7,0.047,228.74,0,,0.515,0.694,desktop,gold,0
18,10,,0.065,1454.34,0,14.1,0.679,0.812,desktop,gold,0
30,2,0.5,0.952,23.73,2,1.1,0.837,0.079,mobile,silver,1
17,8,25.8,0.023,107.43,0,20.5,0.391,0.918,mobile,silver,0
7,9,17.7,0.056,845.6,1,8.5,0.225,,tablet,gold,0
67,0,2.5,0.625,7.1,3,1.3,0.582,0.477,desktop,bronze,1
1,14,12.0,0.102,622.36,0,,0.228,0.569,desktop,gold,0
2,9,18.2,0.069,693.15,0,11.0,0.458,0.564,mobile,gold,1
31,8,15.5,0.082,31.05,0,8.5,0.172,0.728,desktop,silver,0
338,0,4.9,0.816,4.95,3,3.0,0.541,0.188,mobile,gold,0
283,0,3.9,0.824,121.29,5,4.4,0.24,0.329,tablet,bronze,1
14,6,,0.297,26.98,0,12.4,0.112,,desktop,silver,0
102,1,10.9,0.633,21.61,2,4.3,0.207,0.487,mobile,bronze,1
57,1,4.1,0.831,48.48,3,4.2,0.5,0.073,mobile,gold,1
3,6,15.2,0.125,109.34,0,16.1,0.125,0.843,tablet,platinum,0
156,0,,0.75,201.57,7,5.2,0.79,,mobile,silver,0
54,9,21.1,0.232,13.61,1,6.1,0.116,0.425,desktop,bronze,1
75,3,11.4,0.529,171.5,0,8.7,0.565,0.425,tablet,bronze,0
28,12,,,248.27,0,14.0,0.202,0.908,tablet,gold,1
49,0,3.8,0.716,111.61,1,4.4,0.323,0.019,mobile,bronze,0
9,8,17.2,,406.66,0,11.4,0.084,,desktop,silver,0
11,2,0.5,0.777,0.67,3,3.7,0.596,0.137,mobile,bronze,0
8,4,15.7,0.08,258.14,0,13.5,0.304,0.959,tablet,silver,1
3,13,20.1,0.514,254.6,0,,0.34,0.906,desktop,bronze,0
27,0,2.7,0.645,2.11,2,2.4,0.511,0.288,desktop,bronze,0
251,1,5.9,0.842,4.58,1,3.8,0.823,0.235,mobile,bronze,0
7,11,11.7,0.178,738.66,0,12.5,0.099,0.453,desktop,silver,0
15,2,4.3,0.578,204.37,1,,0.629,0.379,desktop,bronze,1
3,0,7.6,0.504,55.85,2,1.4,0.664,,mobile,bronze,1
141,1,5.5,0.861,59.95,2,5.3,0.805,0.134,mobile,silver,0
4,5,14.0,0.322,226.63,0,10.2,0.511,0.348,desktop,gold,0
6,8,18.9,0.064,812.74,0,19.6,0.385,0.704,desktop,gold,0
38,7,18.8,0.061,219.87,0,,0.185,0.612,mobile,silver,0
16,6,16.7,0.061,67.39,0,12.0,0.03,0.497,desktop,gold,0
203,0,12.0,,79.54,2,7.6,0.745,0.404,mobile,bronze,1
25,1,7.5,0.395,74.83,1,4.9,0.273,0.321,desktop,silver,1
11,6,10.7,0.49,447.51,1,8.7,0.354,,desktop,bronze,1
6,6,12.4,0.27,347.24,0,14.0,0.082,0.691,desktop,gold,1
57,12,20.2,0.069,1585.32,1,8.0,0.424,0.905,mobile,platinum,0
81,0,4.1,0.894,,4,1.0,0.545,0.033,mobile,bronze,0
1,11,15.8,0.296,208.32,0,11.0,0.156,0.644,desktop,platinum,0
14,5,22.3,0.025,369.48,0,11.8,0.124,0.598,tablet,silver,1
5,4,24.5,0.011,371.15,0,15.7,0.492,0.629,mobile,platinum,1
143,1,4.5,0.571,26.84,7,4.4,0.545,0.25,mobile,silver,1
187,2,4.6,,13.23,0,3.1,0.776,0.178,tablet,silver,1
37,3,8.5,0.084,182.44,2,4.5,0.609,0.824,desktop,silver,0
82,1,6.3,0.613,27.14,0,1.0,0.779,0.425,desktop,bronze,0
4,6,18.4,0.041,1183.84,0,10.8,0.469,0.441,mobile,gold,0
63,0,2.8,0.626,150.36,4,4.6,0.413,0.203,mobile,bronze,0
31,1,3.6,0.186,7.08,1,1.0,0.641,0.098,desktop,bronze,0
17,1,1.8,0.833,27.78,3,4.1,0.631,0.001,tablet,bronze,1
26,1,5.9,0.478,166.42,3,3.0,0.397,,mobile,silver,0
171,1,8.3,0.049,20.33,0,3.3,0.315,0.11,desktop,bronze,1
26,2,,0.789,75.93,2,1.5,0.709,0.043,mobile,bronze,0
20,0,8.5,0.737,40.03,0,9.1,0.532,0.121,mobile,bronze,1
10,9,28.3,0.052,229.76,0,13.2,0.17,0.81,desktop,silver,0
14,6,24.7,0.137,300.57,1,,0.167,0.817,mobile,silver,0
30,11,8.8,0.015,565.68,1,11.3,0.336,0.629,desktop,gold,0
8,5,7.2,0.201,270.9,1,10.3,0.481,0.781,desktop,gold,1
3,11,19.9,0.069,,0,10.2,0.477,0.749,mobile,bronze,0
53,1,0.5,0.892,13.27,6,4.4,0.32,0.195,mobile,gold,1
21,8,17.4,0.042,138.68,0,13.1,0.374,0.725,desktop,silver,0
2,3,7.9,0.848,36.27,0,4.7,0.723,0.333,desktop,bronze,0
189,2,8.3,0.635,31.34,1,5.1,0.623,0.51,tablet,bronze,0
183,1,7.7,0.369,145.9,0,6.7,0.435,0.617,mobile,silver,0
1,8,23.7,0.308,472.01,0,12.5,0.123,0.343,mobile,gold,1
63,9,16.5,0.073,1686.97,0,18.3,0.611,0.882,mobile,platinum,0
11,7,18.0,0.2,880.42,0,8.9,0.188,0.787,desktop,gold,0
19,4,16.1,0.078,81.73,0,12.3,0.351,0.629,desktop,gold,1
58,0,2.6,0.755,9.1,2,4.4,0.363,0.048,mobile,bronze,0
15,3,12.2,0.301,837.58,1,8.4,0.482,0.561,desktop,silver,0
5,0,3.8,0.863,5.55,1,1.9,0.591,0.179,desktop,silver,1
28,6,20.5,0.469,452.11,0,12.8,0.116,0.746,mobile,gold,0
98,1,,0.475,5.45,1,3.6,0.242,0.293,desktop,bronze,1
95,1,5.3,0.448,,2,2.7,0.548,0.142,mobile,bronze,1
262,1,2.4,0.748,55.36,3,3.5,0.418,0.164,tablet,bronze,1
13,1,0.9,0.662,60.4,3,2.6,0.487,0.119,mobile,bronze,0
45,5,7.5,0.182,11.53,1,1.0,0.599,,desktop,silver,1
8,11,21.6,0.06,444.84,0,6.7,0.154,0.69,mobile,gold,0
7,11,10.8,0.226,309.73,0,4.6,0.275,0.289,mobile,silver,0
91,5,11.6,0.309,78.15,1,3.0,0.648,0.268,mobile,silver,0
87,2,5.4,,15.45,0,6.5,0.256,0.234,mobile,bronze,0
21,8,16.8,0.144,130.63,0,10.7,0.466,0.935,desktop,gold,0
14,4,,0.448,326.97,0,15.7,0.304,,mobile,platinum,0
3,8,21.3,0.001,81.12,0,11.2,0.319,0.904,desktop,bronze,0
76,8,12.6,0.065,1341.44,0,7.9,0.23,0.725,desktop,silver,1
80,1,1.6,0.445,20.94,2,2.1,0.595,0.229,desktop,bronze,1
68,1,7.0,0.231,26.21,1,5.8,0.554,0.43,mobile,gold,0
13,7,12.6,,587.75,0,11.0,0.488,0.497,mobile,gold,0
80,1,2.2,0.618,26.59,3,4.1,0.462,0.038,mobile,silver,1
43,15,24.3,0.05,39.25,1,15.8,0.406,0.503,tablet,silver,1
259,0,2.2,,28.48,3,1.6,0.308,0.278,desktop,silver,1
103,0,6.0,0.921,69.09,4,3.5,0.262,0.267,tablet,bronze,1
6,14,21.5,0.083,1068.24,0,14.6,0.519,0.623,mobile,gold,0
37,3,5.2,0.626,24.35,3,1.7,0.617,0.024,tablet,bronze,0
37,8,15.4,0.189,240.31,0,6.7,0.517,0.805,mobile,platinum,0
39,5,14.6,0.053,544.34,0,12.2,0.554,0.847,mobile,silver,0
365,1,1.6,0.676,8.25,3,3.6,0.417,0.197,tablet,bronze,0
30,2,8.5,0.334,93.5,1,1.3,0.194,0.564,tablet,bronze,0
190,0,2.3,0.648,,6,5.2,0.77,0.311,mobile,gold,1
30,11,20.7,0.114,282.95,0,8.9,0.021,0.793,mobile,bronze,0
44,11,24.5,0.165,241.67,0,13.7,0.264,0.99,mobile,silver,0
255,0,3.8,0.759,52.47,1,5.0,0.61,0.189,mobile,bronze,0
63,0,1.9,0.701,0.76,2,1.0,0.673,0.009,tablet,bronze,1
111,7,15.5,0.51,229.13,0,10.2,0.117,0.957,mobile,gold,0
152,1,12.2,0.356,190.82,1,6.5,0.756,0.652,mobile,silver,0
1,1,2.3,0.756,8.36,4,2.0,0.451,,mobile,bronze,1
13,8,10.8,0.098,914.17,0,13.5,0.123,0.312,mobile,bronze,0
9,10,18.9,0.382,64.85,1,8.8,0.387,0.563,tablet,silver,1
99,5,14.9,0.634,79.99,3,3.4,0.178,0.413,desktop,silver,0
1,8,18.0,0.361,994.53,0,8.8,0.234,0.88,desktop,silver,0
14,4,16.3,0.076,303.01,0,12.5,0.226,0.825,desktop,silver,0
40,10,7.1,0.085,748.09,0,8.5,0.064,0.523,tablet,platinum,1
4,4,18.6,,720.67,0,11.7,0.144,0.669,desktop,gold,0
49,2,3.2,0.638,7.41,1,5.6,0.399,0.392,mobile,bronze,1
9,1,0.5,0.933,94.3,3,1.0,0.6,0.016,desktop,bronze,1
11,10,19.8,0.064,202.66,0,15.5,0.097,0.888,mobile,gold,0
91,3,8.5,0.388,18.6,0,4.7,0.479,0.5,desktop,silver,1
10,0,6.0,,219.72,1,,0.694,,mobile,platinum,1
3,3,,0.84,181.4,2,5.2,0.27,0.576,mobile,bronze,0
19,13,16.9,0.134,506.21,0,15.4,0.299,,mobile,platinum,0
32,7,15.4,0.291,728.74,1,12.8,0.126,0.55,mobile,bronze,1
12,6,20.9,0.061,229.56,1,12.8,0.408,0.768,desktop,bronze,0
34,13,24.3,0.213,24.47,0,10.9,0.365,0.919,tablet,silver,0
108,1,4.8,0.741,37.0,3,2.0,0.662,0.149,desktop,bronze,1
8,8,19.2,,647.06,0,14.1,0.466,0.606,mobile,silver,0
21,8,16.2,0.176,287.78,0,13.4,0.049,0.709,desktop,gold,0
15,1,4.6,,3.7,3,1.1,0.722,0.054,mobile,bronze,0
16,8,17.9,0.392,603.7,0,15.2,0.442,0.703,mobile,silver,0
1,8,19.2,0.015,116.1,0,8.2,0.289,0.713,mobile,gold,0
200,5,13.4,0.378,18.71,1,9.7,0.601,0.159,tablet,bronze,1
77,0,1.8,0.873,143.8,4,2.1,0.752,0.406,desktop,silver,0
54,1,0.5,0.597,20.21,2,2.8,0.401,0.152,mobile,gold,1
22,9,28.0,0.086,312.37,1,11.5,0.131,0.505,desktop,platinum,0
277,0,3.2,0.855,60.29,3,1.0,0.691,0.139,mobile,bronze,1
28,7,18.5,0.691,72.07,0,5.8,0.402,0.38,mobile,bronze,0
6,10,21.0,0.007,32.45,3,14.1,0.541,0.513,mobile,gold,0
18,0,2.9,0.837,10.75,2,2.7,0.526,0.094,desktop,bronze,1
15,9,20.6,0.272,1050.11,0,15.5,0.135,0.595,desktop,bronze,0
4,6,15.7,0.034,174.87,1,,0.382,0.581,tablet,silver,0
43,7,16.3,0.213,17.26,0,13.0,0.24,0.937,mobile,gold,1
18,0,5.6,0.595,133.65,1,5.0,0.558,0.356,tablet,silver,1
85,3,6.8,,3.14,1,6.6,0.197,0.187,desktop,silver,0
37,13,19.1,0.134,339.12,0,7.1,0.314,0.69,desktop,platinum,0
19,8,26.7,0.077,2506.17,1,14.3,0.438,0.826,mobile,gold,0
6,7,16.8,0.042,534.01,0,11.9,0.209,0.709,desktop,gold,1
129,0,11.0,0.448,21.2,1,10.4,0.594,0.382,mobile,gold,1
24,8,20.2,0.09,56.18,0,9.4,0.483,0.844,mobile,bronze,0
72,8,23.9,0.199,627.65,1,8.1,0.35,0.48,mobile,silver,0
167,0,4.8,0.407,14.71,1,8.4,0.123,0.267,desktop,silver,0
19,3,3.7,0.839,65.45,4,4.5,0.802,0.004,mobile,gold,1
195,5,7.1,0.346,44.08,1,7.8,0.311,,tablet,bronze,1
253,1,2.1,0.555,43.17,1,1.1,0.56,0.044,desktop,bronze,0
1,4,11.8,0.152,38.61,1,13.5,0.223,,tablet,platinum,1
34,10,19.1,0.175,918.24,0,10.2,0.323,0.698,mobile,platinum,0
26,1,3.8,0.66,144.67,3,2.1,0.312,0.088,mobile,bronze,1
46,4,8.1,0.565,,0,4.3,0.673,0.405,mobile,bronze,0
5,8,20.7,0.265,924.39,1,13.6,0.077,0.656,mobile,gold,0
11,10,21.0,0.2,74.12,0,11.3,0.189,0.741,tablet,silver,0
26,9,15.3,0.384,,1,8.8,0.165,0.569,mobile,silver,0
33,0,10.1,0.482,59.04,0,4.9,0.157,0.398,mobile,bronze,0
5,11,24.9,0.038,97.49,0,11.2,0.164,0.921,tablet,platinum,0
13,3,12.4,0.019,463.7,0,12.6,0.2,0.475,mobile,gold,1
121,0,1.6,0.713,31.49,1,2.5,0.889,0.091,desktop,bronze,0
33,7,19.9,0.032,384.73,1,10.2,0.278,0.734,desktop,gold,1
7,9,17.2,0.256,330.19,1,14.6,0.361,0.724,desktop,gold,0
80,9,24.9,0.198,1599.52,0,10.8,0.668,0.647,mobile,bronze,0
20,2,4.2,0.601,4.55,4,2.5,0.762,0.365,mobile,bronze,1
46,1,6.2,0.473,42.88,2,4.4,0.474,0.356,mobile,silver,0
169,2,5.4,0.545,30.84,3,1.4,0.621,,desktop,bronze,0
3,11,14.7,0.129,316.06,0,12.3,0.332,0.508,desktop,gold,1
96,0,11.3,0.311,7.3,1,5.3,0.287,0.417,mobile,bronze,0
4,10,12.2,0.05,199.99,1,9.8,0.382,0.31,tablet,silver,0
28,0,3.5,0.494,84.83,6,3.3,0.482,0.21,desktop,bronze,1
1,8,,0.019,298.46,0,11.2,0.382,0.484,desktop,platinum,0
12,4,7.8,0.489,94.36,0,6.5,0.768,0.045,tablet,gold,0
8,11,35.3,0.205,,0,12.7,0.191,0.897,mobile,silver,0
39,0,10.4,0.61,201.82,1,7.1,0.285,0.689,tablet,silver,0
183,0,2.5,0.805,99.04,2,1.6,0.613,0.181,tablet,bronze,1
1,8,17.5,0.048,206.16,0,8.6,0.09,0.639,desktop,gold,0
